Name,Ticker,Sub-Sector,Market Cap,Close Price,PE Ratio,5Y Historical Revenue Growth,1Y Forward Revenue Growth,Total Revenue,PBT,Taxes & Other Items,DII Holding Change,FII Holding Change,MF Holding Change,Promoter Holding Change,Percentage Buy Record,No. of analysts with buy reco,Percentage Upside
Steel Cast Ltd,STEELCAS,Iron & Steel,883.9,433.35,26.57,17.46,NULL,302.36,44.73,11.46,0,0.09,0,0,NULL,0,NULL
Shankar Lal Rampal Dye-Chem Ltd,SRD,Commodities Trading,880.66,137.75,32.52,59.71,NULL,303.33,35.82,8.74,0,0,0,0,NULL,0,NULL
Vascon Engineers Ltd,VASCONEQ,Construction & Engineering,879.65,38.45,24.99,5.31,NULL,710.07,40.37,5.17,0,0.13,0,0,NULL,0,NULL
Navkar Corporation Ltd,NAVKARCORP,Logistics,875.54,57,13.02,17.52,-31.42,860.84,82.62,15.38,0,0.18,0,0,100,1,42.11
HDFC Nifty 50 ETF,HDFCNIFETF,Equity,875.43,201.18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL
Black Rose Industries Ltd,BLACKROSE,Conglomerates,872.64,171.2,27.36,15.06,NULL,488.97,42.99,11.1,0,0,0,0,NULL,0,NULL
Madras Fertilizers Ltd,MADRASFERT,Fertilizers & Agro Chemicals,868.66,53.4,5.36,10.17,NULL,2333.87,166.72,4.67,0,-0.12,0,0,NULL,0,NULL
Ambika Cotton Mills Ltd,AMBIKCO,Textiles,864,1510.35,4.8,11.82,NULL,925.48,243.98,64.1,-0.07,-0.1,-0.07,0,NULL,0,NULL
Anup Engineering Ltd,ANUP,Textiles,863.28,874.15,13.91,NULL,29.38,292.01,61.12,-0.93,-0.94,0,0,0,100,1,23.55
Jet Airways (India) Ltd,JETAIRWAYS,Airlines,860.59,79.55,-1.11,-63.74,NULL,144.42,-772.54,0,2.08,0.01,0,0,NULL,0,NULL
Pennar Industries Ltd,PENIND,Iron & Steel,858.46,60.8,20.52,8.06,41.49,2282.81,55.91,14.08,0,0.51,0,1.54,100,1,39.8
Ramco Systems Ltd,RAMCOSYS,IT Services & Consulting,858.28,266.75,-11.7,3.3,-6.71,540.48,-73.31,0.05,0,-0.03,0,0,100,1,12.46
Saint-Gobain Sekurit India Ltd,SAINTGOBAIN,Auto Parts,856.83,94.15,17.96,7.77,225794.88,183.21,60.82,13.12,0,0,0,0,100,1,NULL
Panacea Biotec Ltd,PANACEABIO,Biotechnology,855.81,140.05,0.79,31.44,NULL,2348.41,1448.82,370.93,0.29,0.14,0,0,NULL,0,NULL
Texmaco Infrastructure & Holdings Ltd,TEXINFRA,Real Estate,852.65,63.95,-9.88,-2.74,NULL,30.6,-90.9,-4.64,0,0.06,0,0,NULL,0,NULL
Hariom Pipe Industries Ltd,HARIOMPIPE,Building Products - Pipes,850.69,314.4,26.63,37.64,55.55,433.29,42.54,10.59,-0.06,0.52,-0.06,0,100,1,46.95
Knowledge Marine & Engineering Works Ltd,KMEW,NULL,849.17,820.2,41.69,77.68,NULL,61.62,28.02,7.65,0,0.09,0,-0.97,NULL,0,NULL
Baroda Rayon Corporation Ltd,BARODARY,Textiles,844.05,350.2,2.25,83.5,NULL,53.47,374.59,0,-0.34,0.01,0,0,NULL,0,NULL
Sigachi Industries Ltd,SIGACHI,Commodity Chemicals,836.35,281.15,20.89,25.35,NULL,252.92,51.6,11.56,0,-0.03,0,0,NULL,0,NULL
Deep Industries Ltd,DEEPINDS,Oil & Gas - Equipment & Services,834.74,260.2,11.57,NULL,NULL,326.27,90.7,18.57,0,-0.07,0,-0.5,NULL,0,NULL
Balmer Lawrie Investments Ltd,BLIL,Conglomerates,832.16,374.5,9.4,119.91,NULL,2150.81,186.49,97.97,0,-0.58,0,0,NULL,0,NULL
Kokuyo Camlin Ltd,KOKUYOCMLN,Stationery,828.55,80.6,-175.54,-3.59,NULL,548.89,-4.72,0,0,0.07,0,0,NULL,0,NULL
SMC Global Securities Ltd,SMCGLOBAL,Investment Banking & Brokerage,827.2,78.95,4.74,15.99,NULL,1120.82,221.39,47.01,0,0.59,0,4.44,NULL,0,NULL
Orient Paper and Industries Ltd,ORIENTPPR,Paper Products,824.95,38.9,-28.56,1.27,NULL,594.82,-43.91,-15.03,-0.13,-1.64,-0.32,0,NULL,0,NULL
Transformers and Rectifiers (India) Ltd,TRIL,Heavy Electrical Equipments,821.44,60.9,58.72,7.22,NULL,1171.59,23.3,9.31,0,0.05,0,0,NULL,0,NULL
M K Proteins Ltd,MKPL,FMCG - Household Products,821.19,1999.45,80.59,9.31,NULL,256.03,14.05,3.86,NULL,NULL,NULL,NULL,NULL,0,NULL
National Peroxide Ltd,NATPEROX,Commodity Chemicals,818.7,1421.45,150.77,-0.02,NULL,243.15,7.95,2.52,0.03,0,0,0,NULL,0,NULL
Royal Orchid Hotels Ltd,ROHLTD,"Hotels, Resorts & Cruise Lines",818.6,299.55,27.88,-0.53,NULL,182.68,29.87,0.51,0.07,0.45,0,-2.3,NULL,0,NULL
Music Broadcast Ltd,RADIOCITY,Radio,817.1,23.7,-143.35,-7.66,12.99,185.23,-7.56,-1.86,0.02,0.01,0,0,0,0,-2.95
Apex Frozen Foods Ltd,APEX,Packaged Foods & Meats,814.55,259.15,19.83,5.5,34.53,926.99,56.2,15.13,0,-0.01,0,0,100,1,50.49
Xchanging Solutions Ltd,XCHANGING,IT Services & Consulting,814.47,73.85,15.49,-10.66,NULL,182.84,60.87,8.3,0.01,-0.18,0,0,NULL,0,NULL
Jagsonpal Pharmaceuticals Ltd,JAGSNPHARM,Pharmaceuticals,814.18,310.7,41.56,7.86,NULL,229.44,27.32,7.73,-0.4,0.13,0,0,NULL,0,NULL
Likhitha Infrastructure Ltd,LIKHITHA,Construction & Engineering,813.01,412.4,17.63,19.27,NULL,260.77,61.48,15.36,0,0.23,0,0,NULL,0,NULL
Tamilnadu Petroproducts Ltd,TNPETRO,Commodity Chemicals,812.89,90.55,4.64,14.64,8.91,1823.63,236.42,61.05,0,0.42,0,0,100,1,49.09
Kopran Ltd,KOPRAN,Pharmaceuticals,811.66,163.05,13.3,8.78,NULL,488.12,81.77,20.75,0,0.01,0,0,NULL,0,NULL
Ncl Industries Ltd,NCLIND,Cement,809.22,178.55,8.58,18.73,-19.54,2057.06,146.04,51.69,0.11,0.07,0,0.41,100,1,35.54
Kalyani Investment Company Ltd,KICL,Asset Management,806.81,1886.6,14.11,48.38,NULL,74.31,71.32,14.14,0,-0.13,0,0,NULL,0,NULL
Ravindra Energy Ltd,RELTD,Electrical Components & Equipments,800.91,59.7,24.53,5.42,NULL,838.12,31.8,-0.85,0,0,0,0,NULL,0,NULL
Confidence Futuristic Energetech Ltd,CFEL,NULL,798.57,303.4,251.12,166.5,NULL,55.12,4.18,1,0,0,0,0,NULL,0,NULL
Ram Ratna Wires Ltd,RAMRAT,Electrical Components & Equipments,796.18,181.05,15.26,23.4,NULL,2296.43,72.58,20.39,0,0.42,0,0,NULL,0,NULL
Rajnandini Metal Ltd,RAJMET,Metals - Diversified,791.82,286.55,78.94,51.9,NULL,1029.5,14.16,4.13,0,0.04,0,0,NULL,0,NULL
BCL Industries Ltd,BCLIND,FMCG - Foods,790.48,381.75,9.32,24.6,-11.21,1995.86,113.36,28.51,0,-0.02,0,0,100,1,32.02
Beekay Steel Industries Ltd,BEEKAY,Iron & Steel,788.77,412.05,5,12.67,NULL,1314.32,206.57,48.86,0,0,0,0,NULL,0,NULL
Ashapura Minechem Ltd,ASHAPURMIN,Metals - Diversified,786.8,87.7,9.09,10.04,NULL,1389.82,97.79,11.28,0,-2.8,0,0.05,NULL,0,NULL
Rushil Decor Ltd,RUSHIL,Building Products - Laminates,785.47,407.95,34.47,15.15,NULL,625.58,30.66,7.87,0.28,0.23,0,0,NULL,0,NULL
Associated Alcohols & Breweries Ltd,ASALCBR,Alcoholic Beverages,784.21,433.4,12.9,12.4,NULL,526.74,81.15,20.36,0,-0.13,0,0,NULL,0,NULL
Capital India Finance Ltd,CIFL,Diversified Financials,783.91,101.3,-281.98,127.25,NULL,532.09,-17.58,-14.8,0,0,0,0,NULL,0,NULL
Binny Ltd,BINNY,Real Estate,783.54,345.2,23.41,-28.99,NULL,84.59,53.17,19.7,-0.8,0,0,0,NULL,0,NULL
Dharamsi Morarji Chemical Co Ltd,DMCC,Diversified Chemicals,779.19,306.8,36.51,13.59,NULL,332.36,34.15,12.81,0,0.06,-0.01,0,NULL,0,NULL
Indraprastha Medical Corporation Ltd,INDRAMEDCO,Hospitals & Diagnostic Centres,778.33,84.4,13.28,3.07,NULL,891.28,79.07,20.45,0,0.06,0,0,NULL,0,NULL
Network People Services Technologies Ltd,NPST,Software Services,775.01,115.4,509.88,NULL,NULL,19.57,2,0.48,NULL,NULL,NULL,NULL,NULL,0,NULL
Visaka Industries Ltd,VISAKAIND,Cement,773.07,441.65,6.53,8.09,17.33,1425.67,160.58,42.27,1.04,0.02,0,0,100,1,50.57
Oswal Greentech Ltd,BINDALAGRO,Real Estate,772.57,30.9,16.5,0.13,NULL,105.73,61.95,15.13,0,0.06,0,0.01,NULL,0,NULL
Indian Hume Pipe Company Ltd,INDIANHUME,Water Management,769.64,158.95,13.32,-3.21,1.96,1525.1,77.99,20.19,-0.04,0.07,-0.04,0,100,2,20.79
Indo Amines Ltd,INDOAMIN,Specialty Chemicals,767,107.45,33.58,22.61,NULL,796.4,34.52,11.68,0,0.05,0,-0.3,NULL,0,NULL
Orient Bell Ltd,ORIENTBELL,Building Products - Ceramics,764.41,537.35,23.75,0.38,NULL,671.15,35.13,2.95,0.01,0.06,0,0.07,NULL,0,NULL
Wardwizard Foods and Beverages Ltd,WARDWIZFBL,NULL,763.88,48.75,-3819.39,-5.03,NULL,0.34,-0.2,0,NULL,NULL,NULL,NULL,NULL,0,NULL
Nelcast Ltd,NELCAST,Iron & Steel,763.45,87.85,53.65,10.1,NULL,936.74,19.05,4.82,0.39,0.8,0,0,NULL,0,NULL
Allsec Technologies Ltd,ALLSEC,IT Services & Consulting,761.8,505.8,21.37,-0.11,NULL,323.65,61.15,25.51,0,0.03,0,0,NULL,0,NULL
Oriental Carbon & Chemicals Ltd,OCCL,Commodity Chemicals,758.48,766.85,17.61,5.86,NULL,450.14,63.32,20.24,-0.09,0.04,-0.14,0,NULL,0,NULL
Aurionpro Solutions Ltd,AURIONPRO,IT Services & Consulting,758.03,335.65,10.73,-1.08,18.75,510.32,94.65,23.99,-0.04,1.07,0,0,100,1,-30.28
Jay Bharat Maruti Ltd,JAYBARMARU,Auto Parts,755.17,172.75,26.85,6.37,NULL,2081.27,43.03,14.9,0,0.05,0,0,NULL,0,NULL
Axita Cotton Ltd,AXITA,Textiles,753.39,40.6,51.85,55.41,NULL,829.57,19.43,4.9,NULL,NULL,NULL,NULL,NULL,0,NULL
Jyoti Structures Ltd,JYOTISTRUC,Power Transmission & Distribution,751.5,12.4,-17.67,-64.13,NULL,5.44,-42.47,0.06,2.8,0.12,0,0,NULL,0,NULL
Entertainment Network (India) Ltd,ENIL,Radio,747.77,154.4,-20.6,-10.03,31.92,339.68,-44.98,-8.68,0.15,0.02,0,0,50,2,54.79
Davangere Sugar Company Ltd,DAVANGERE,NULL,747.56,83.45,131.61,-6.43,NULL,124.47,6.66,0.98,0,0,0,0.38,NULL,0,NULL
Tourism Finance Corporation of India Ltd,TFCILTD,Specialized Finance,747.42,80.45,8.76,1.86,NULL,254.32,107.9,22.58,0.04,2.28,0,-11.6,NULL,0,NULL
Bliss GVS Pharma Ltd,BLISSGVS,Pharmaceuticals,746.88,71.55,49.69,-0.8,NULL,778.94,54.16,39.13,0,-0.5,0,0.04,NULL,0,NULL
GFL Ltd,GFLLIMITED,Specialty Chemicals,745.47,67.45,-6.7,-33.36,NULL,856.03,-316.77,-205.51,0,0.13,0,0,NULL,0,NULL
Nikhil Adhesives Ltd,NIKHILAD,NULL,744.33,159.85,29.45,25.68,NULL,814.32,34,8.73,0,0,0,0,NULL,0,NULL
Bharat Wire Ropes Ltd,BHARATWIRE,Iron & Steel,743.1,112.85,54.36,43.3,NULL,411.26,17.93,4.26,7.02,0.99,0,-0.15,NULL,0,NULL
Shakti Pumps India Ltd,SHAKTIPUMP,Industrial Machinery,738.48,424.95,11.39,22.4,NULL,1184.68,82.34,17.53,-0.06,0.07,-0.04,0,NULL,0,NULL
Cheviot Co Ltd,CHEVIOT,Textiles,736.21,1228.3,9.28,7.05,NULL,597.22,101.8,22.46,0,0,0,0,NULL,0,NULL
Bhageria Industries Ltd,BHAGERIA,Specialty Chemicals,733.25,165,10.39,11.32,NULL,610.58,95.28,24.7,0,-0.02,0,0,NULL,0,NULL
Syncom Formulations (India) Ltd,SYNCOMF,Pharmaceuticals,733.2,7.8,37.09,4.28,NULL,231.68,26.16,6.39,0,0,0,0,NULL,0,NULL
3i Infotech Ltd,3IINFOLTD,IT Services & Consulting,730.41,42.8,-12.71,-8.11,NULL,691.74,-54.1,3.39,0.01,0.31,0,0,NULL,0,NULL
RSWM Ltd,RSWM,Textiles,729.79,313.85,2.96,5,NULL,3855.78,289.72,43.5,0.07,-1.38,0,0,NULL,0,NULL
Tracxn Technologies Ltd,TRACXN,IT Services & Consulting,727.35,70.7,-149.66,NULL,NULL,65.15,-4.86,0,NULL,NULL,NULL,NULL,NULL,0,NULL
Tuticorin Alkali Chemicals and Fertilizers Ltd,TUTIALKA,Commodity Chemicals,726.35,59.65,-21.38,6.18,NULL,180.57,-33.97,0,0,0,0,0,NULL,0,NULL
Onward Technologies Ltd,ONWARDTEC,Outsourced services,722.81,353.6,30.54,7.78,NULL,328.8,31.82,8.15,-0.01,24.38,0,-0.17,NULL,0,NULL
Khaitan Chemicals and Fertilizers Ltd,KHAICHEM,Fertilizers & Agro Chemicals,720.72,74.55,9.06,17.91,NULL,825.04,102.23,22.72,0,-0.04,0,0,NULL,0,NULL
Ddev Plastiks Industries Ltd,DDEVPLASTIK,NULL,718.32,79,13.11,NULL,NULL,2249.24,75.59,20.81,5.31,5.36,0,-1.38,NULL,0,NULL
Centum Electronics Ltd,CENTUM,Electronic Equipments,716.45,556.35,-23.45,1.61,NULL,787.96,-52.21,-21.66,0.76,0.05,-0.04,0,NULL,0,NULL
Nahar Poly Films Ltd,NAHARPOLY,Textiles,713.27,287.9,7.3,13.94,NULL,493.35,114.36,16.66,0,-0.09,0,0,NULL,0,NULL
HLV Ltd,HLVLTD,"Hotels, Resorts & Cruise Lines",711.61,11,-16.74,-34.45,NULL,89.47,-42.5,0,0,0,0,0,NULL,0,NULL
HP Adhesives Ltd,HPAL,Diversified Chemicals,709.34,380.65,117.83,NULL,NULL,167.43,8.16,2.14,0.57,-0.93,0.57,0,NULL,0,NULL
Gandhi Special Tubes Ltd,GANDHITUBE,Auto Parts,709.23,588.95,18.4,5.76,NULL,141.77,50.47,11.92,-0.01,0.02,0,0,NULL,0,NULL
SMS Pharmaceuticals Ltd,SMSPHARMA,Pharmaceuticals,708.99,83.8,11.39,3.62,NULL,525.07,68.5,6.28,0,-0.03,0,0,NULL,0,NULL
63 Moons Technologies Ltd,63MOONS,IT Services & Consulting,708.99,151.35,-13.33,-13.17,NULL,243.19,-73.75,-20.58,0,0.02,0,0,NULL,0,NULL
Avantel Ltd,AVANTEL,Communication & Networking,707.85,435.9,39.37,25.54,NULL,106.32,22.47,4.49,0,0,0,0,NULL,0,NULL
Ruby Mills Ltd,RUBYMILLS,Textiles,706.03,212.85,22.75,-1.74,NULL,199.89,36.85,5.81,0,-0.02,0,0,NULL,0,NULL
D P Abhushan Ltd,DPABHUSHAN,"Precious Metals, Jewellery & Watches",705.76,314.1,17.41,30.72,NULL,1731.7,54.7,14.17,0,0,0,0,NULL,0,41.99
Summit Securities Ltd,SUMMITSEC,Asset Management,703.1,639.35,13.84,66.45,NULL,74.99,71.1,20.28,-0.08,-0.02,0,0,NULL,0,NULL
Foods and Inns Ltd,FOODSIN,FMCG - Foods,701.83,135.65,45.9,11.59,NULL,638.61,24.29,9,0.17,0.18,0,-2.69,NULL,0,NULL
Roto Pumps Ltd,ROTO,Industrial Machinery,700.71,446.45,23.24,12.12,NULL,179.92,41.11,10.96,0,1.27,0,0,NULL,0,NULL
Arihant Capital Markets Ltd,ARIHANTCAP,Diversified Financials,697.69,68.8,13.86,14.49,NULL,171.06,65.26,14.91,0,0.15,0,-0.45,NULL,0,NULL
Atul Auto Ltd,ATULAUTO,Three Wheelers,697.63,318.1,-27.97,-7.89,40.19,316.72,-32.9,-7.96,0,0.47,0,0,100,3,-11.35
Kamdhenu Ltd,KAMDHENU,Iron & Steel,695.36,256.4,26.43,0.42,NULL,842.74,35.04,8.73,1.28,-0.02,-0.04,-5.55,NULL,0,NULL
Beta Drugs Ltd,BETA,Pharmaceuticals,695.22,723.55,28,34.67,NULL,184.6,34.31,9.48,0.04,0,0,0,NULL,0,NULL
Dhanvarsha Finvest Ltd,TRU,Consumer Finance,694.44,60.15,174.48,127.38,NULL,75.98,7.18,3.2,0,-0.37,0,-1.67,NULL,0,NULL
Nupur Recyclers Ltd,NRL,Metals - Diversified,694.03,297.55,36.74,NULL,NULL,163.17,25.7,6.81,0,0,0,0,NULL,0,NULL
Deccan Cements Ltd,DECCANCE,Cement,689.91,491.85,7.88,9.98,-3.01,802.52,117.27,29.7,0.06,0.35,0,0,100,2,15.28
CWD Ltd,CWD,NULL,687.59,2000.25,221.09,NULL,NULL,15.85,4.19,1.08,NULL,NULL,NULL,NULL,NULL,0,NULL
Sukhjit Starch and Chemicals Ltd,SUKHJITS,Agro Products,677.99,420.95,9.31,12.17,NULL,1162.05,101.92,29.1,NULL,NULL,NULL,NULL,NULL,0,NULL
LIC MF ETF-Sensex,LICNETFSEN,Equity,676.62,678.75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL
Cressanda Solutions Ltd,CRESSAN,IT Services & Consulting,675.09,23.35,2596.49,18.31,NULL,0.51,0.26,0,0,0.3,0,0,NULL,0,NULL
Control Print Ltd,CONTROLPR,Electronic Equipments,674.86,415.2,16.83,10.75,9.99,261.65,48.89,8.79,-1.82,-1.44,-1.82,0,100,2,31.26
Quint Digital Media Ltd,QUINT,NULL,674.43,310,-31.74,99.54,NULL,61.69,-23.19,-1.94,0,0,0,0,NULL,0,NULL
AGI Infra Ltd,AGIIL,Real Estate,672.95,548.95,18.48,6.54,NULL,200.92,43.84,7.43,0,0,0,0,NULL,0,NULL
Shreyas Shipping and Logistics Ltd,SHREYAS,Logistics,672.19,306.3,3.18,-8.16,NULL,553.93,218.17,7.1,0,0.06,0,-0.55,NULL,0,NULL
Finkurve Financial Services Ltd,FINKURVE,Diversified Financials,671.98,53,34.08,-29.44,NULL,57.17,24.87,5.15,0,0,0,0,NULL,0,NULL
Creative Newtech Ltd,CREATIVE,Technology Hardware,670.27,521.35,41.94,34.92,NULL,947.81,24.93,8.95,0,0,0,-3.17,NULL,0,NULL
Sheetal Cool Products Ltd,SCPL,Packaged Foods & Meats,669.11,602.75,36.29,16.37,NULL,330,24.84,6.4,NULL,NULL,NULL,NULL,NULL,0,NULL
Zuari Agro Chemicals Ltd,ZUARI,Fertilizers & Agro Chemicals,667.09,158.7,5.11,-10.01,NULL,3814.85,218.1,87.65,-0.34,0.59,0,0,NULL,0,NULL
Shri Jagdamba Polymers Ltd,SHRJAGP,Textiles,666.69,778,13.03,20.92,NULL,380.93,67.38,16.22,0,0,0,0,NULL,0,NULL
Andhra Petrochemicals Ltd,ANDHRAPET,Commodity Chemicals,664.11,79.4,2.93,24.25,NULL,979.89,301.08,74.34,0,0,0,0,NULL,0,NULL
Zota Health Care Ltd,ZOTA,Pharmaceuticals,663.49,263.5,74.47,13.14,NULL,132.82,12.44,3.53,-0.3,-0.03,0,0,NULL,0,NULL
Asian Granito India Ltd,ASIANTILES,Building Products - Granite,653.65,51.6,7.11,8.58,NULL,1608.68,113.86,21.91,0.03,0.58,0,0,NULL,0,NULL
HPL Electric & Power Ltd,HPL,Electrical Components & Equipments,653.25,97.9,84.07,0.53,NULL,1018.15,13.93,6.16,0,0.06,0,0,NULL,0,NULL
Shree Global Tradefin Ltd,SHRGLTR,Commodities Trading,652.24,5.07,4.32,34.16,NULL,207.11,161.13,10.09,0.35,0,0,0,NULL,0,NULL
UTI Gold Exchange Traded Fund,GOLDSHARE,Gold,651.54,45.05,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL
Lincoln Pharmaceuticals Ltd,LINCOLN,Pharmaceuticals,651.51,326,9.39,5.84,NULL,482.12,95.94,26.58,0,0,0,0,NULL,0,NULL
Vikas Lifecare Ltd,VIKASLIFE,Plastic Products,645.24,4.85,22.48,27.36,NULL,344.62,39.09,10.39,0,-2.63,0,-1.04,NULL,0,NULL
Rajapalayam Mills Ltd,RAJPALAYAM,Textiles,644.63,750.45,3.87,11.79,NULL,719.63,57.21,-109.37,0,0,0,0,NULL,0,NULL
Jubilant Industries Ltd,JUBLINDS,Diversified Chemicals,642.56,427.05,11.99,17.95,NULL,1166.77,72.39,18.81,0.01,-0.34,0,0,NULL,0,NULL
John Cockerill India Ltd,COCKERILL,NULL,641.61,1290,138.28,18.42,NULL,389.23,4.43,-0.21,0,0,0,0,NULL,0,NULL
S Chand and Company Ltd,SCHAND,Education Services,640.24,194,79.53,-2.4,-0.39,604.25,4.58,-3.47,0,0.91,0,0,100,1,13.4
Orient Green Power Company Ltd,GREENPOWER,Renewable Energy,637.76,8.45,18.23,-2.26,NULL,343.86,35.78,0.8,0,-0.08,0,0,NULL,0,NULL
ASM Technologies Ltd,ASMTEC,IT Services & Consulting,636.1,540,43.54,19.18,NULL,198.6,17.9,3.29,0,0,0,0,NULL,0,NULL
Spencer's Retail Ltd,SPENCERS,Retail - Department Stores,634.68,68.6,-5.23,NULL,NULL,2376.55,-121.94,-0.48,-0.01,0.28,-0.01,0,NULL,0,NULL
Snowman Logistics Ltd,SNOWMAN,Logistics,633.75,37.45,379.49,8.84,NULL,290.25,4,2.33,0,0.08,0,0,NULL,0,-19.89
Varanium Cloud Ltd,CLOUD,IT Services & Consulting,632.44,629.55,75.29,NULL,NULL,35.35,11.94,3.54,0,0.74,0,-36.78,NULL,0,NULL
State Trading Corporation of India Ltd,STCINDIA,Commodities Trading,628.75,95.85,-7.24,-54.52,NULL,159.3,-41.43,45.41,0,0,0,0,NULL,0,NULL
Shree Pushkar Chemicals & Fertilisers Ltd,SHREEPUSHK,Specialty Chemicals,624.74,196.6,11.25,13.92,NULL,591.19,70.75,15.21,-0.08,0.06,0,0,NULL,0,NULL
Nitta Gelatin India Ltd,NITTAGELA,Specialty Chemicals,622.58,682.15,18.91,6.96,NULL,510.56,49.17,16.25,0,0,0,0,NULL,0,NULL
RACL Geartech Ltd,RACLGEAR,Auto Parts,621.59,584.6,25.99,18.71,NULL,275.1,32.92,9,0,-0.02,0,-0.03,NULL,0,NULL
Automotive Stampings and Assemblies Ltd,ASAL,Auto Parts,620.75,391.5,11.86,16.02,NULL,669.9,52.32,0,0,0,0,0,NULL,0,NULL
B L Kashyap and Sons Ltd,BLKASHYAP,Construction & Engineering,620.75,27.05,14.12,5.31,NULL,1198.29,65.93,21.98,0.09,0.06,0,0,NULL,0,NULL
Dcm Shriram Industries Ltd,DCMSRIND,Packaged Foods & Meats,619.04,72.95,9.34,7.27,NULL,2146.89,92.76,26.51,14.74,-0.11,0,0,NULL,0,NULL
Lords Chloro Alkali Ltd,LORDSCHLO,Commodity Chemicals,618.32,243.9,19.15,14.6,NULL,242.6,46.52,14.23,3.59,0,0,0,NULL,0,NULL
Wim Plast Ltd,WIMPLAST,Housewares,616.87,504.75,17.64,-1.41,NULL,329.71,46.77,11.8,0,0,0,0,NULL,0,NULL
Chaman Lal Setia Exports Ltd,CLSEL,Packaged Foods & Meats,616.58,119.25,9.49,13.55,NULL,936.36,87.05,22.07,0,0.05,0,0,NULL,0,NULL
Refex Industries Ltd,REFEX,Commodity Chemicals,615.56,297.3,13.56,63.64,NULL,462.36,60.98,15.58,NULL,NULL,NULL,NULL,NULL,0,NULL
Sandesh Ltd,SANDESH,Publishing,614.26,811.95,6.84,-0.76,NULL,357.11,118.15,28.33,0,0,0,0,NULL,0,NULL
Dr Agarwal's Eye Hospital Ltd,DRAGARWQ,Hospitals & Diagnostic Centres,613.9,1296,25.46,6.16,NULL,202.47,32.32,8.21,0,0,0,-0.1,NULL,0,NULL
Liberty Shoes Ltd,LIBERTSHOE,Footwear,613.1,359.15,274.93,-0.39,NULL,488.1,3.97,1.74,0,0.09,0,0,NULL,0,NULL
Sat Industries Ltd,SATINDLTD,Commodities Trading,611.22,71.95,17.19,25.77,NULL,351.48,50.27,14.72,0,0,0,0,NULL,0,NULL
BMW Industries Ltd,BMW,Iron & Steel,607.4,27,17.6,-10.15,NULL,460.37,45.73,11.22,0,0,0,0,NULL,0,NULL
Raghuvansh Agrofarms Ltd,RAFL,Agro Products,606.86,509.5,103.21,10.25,NULL,26.86,6.83,0.95,NULL,NULL,NULL,NULL,NULL,0,NULL
Oriental Rail Infrastructure Ltd,ORIRAIL,Rail,604.19,108.75,38.75,11.94,NULL,174.68,20.8,5.21,0,0,0,0,NULL,0,NULL
Reliance Communications Ltd,RCOM,Telecom Services,603.4,2.2,-0.09,-38.5,NULL,584,-6638,-18,0,0,0,0,NULL,0,NULL
Eldeco Housing and Industries Ltd,ELDEHSG,Real Estate,600.12,605.85,11.81,-4.7,NULL,137.17,68.26,17.45,0,0,0,0,NULL,0,NULL
UTI-Nifty Next 50 Exchange Traded Fund,UTINEXT50,Equity,599.22,45.43,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL
Rane (Madras) Ltd,RML,Auto Parts,597.99,368.85,56.1,8.26,NULL,1794.35,25.53,14.87,0,-0.02,0,0,NULL,0,NULL
Oswal Agro Mills Ltd,OSWALAGRO,Real Estate,597.69,45.85,31.28,-7.04,NULL,23.68,3.24,-15.87,0.16,0,0,0.14,NULL,0,NULL
Yuken India Ltd,YUKEN,Industrial Machinery,597.33,504.55,43.6,9.63,NULL,335.29,19.28,5.58,0,0,0,0,NULL,0,NULL
Harita Seating Systems Ltd,HARITASEAT,Auto Parts,595.54,766.55,43.15,5.14,NULL,749.85,26.53,12.73,0.47,0.01,0.48,0,NULL,0,NULL
KSE Ltd,KSE,Agro Products,594.86,1852.85,90.54,9.82,NULL,1676.05,9.28,2.71,0,0.11,0,0.03,NULL,0,NULL
Hercules Hoists Ltd,HERCULES,Industrial Machinery,594.55,186,39.8,7.97,NULL,124.43,18.45,3.51,0,-0.03,0,0,NULL,0,NULL
ASM Technologies Ltd,ASMTECPP,NULL,593.15,409.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL
Urja Global Ltd,URJA,Renewable Energy Equipment & Services,591.44,11.2,748.66,-10.46,NULL,74.54,1.01,0.22,-0.01,0,0,0,NULL,0,NULL
Permanent Magnets Ltd,PERMAGN,Metals - Diversified,585.83,704.85,30.77,12.76,NULL,133.26,25.56,6.52,0,0,0,0,NULL,0,NULL
Kanoria Chemicals and Industries Ltd,KANORICHEM,Specialty Chemicals,584.95,134.2,85.64,13.94,NULL,1397.99,13.14,6.31,0,-0.02,0,0,NULL,0,NULL
IST Ltd,ISTLTD,Industrial Machinery,583.7,504.85,6.04,6.95,NULL,184.23,128.31,31.74,1.09,0,0,0,NULL,0,NULL
Kellton Tech Solutions Ltd,KELLTONTEC,IT Services & Consulting,579.62,59.55,8.23,6.41,NULL,843.88,83.46,13,0,0.01,0,0,NULL,0,NULL
